Title,Genre,Is Series,Hidden Gem Score,Runtime,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Awards Received,Awards Nominated For,Boxoffice,Release Date,IMDb Votes,Minimum Age,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Sport,Thriller,War,Western
Brokeback Mountain,"Drama, Romance",0,4.2,5.0,7.7,87.0,87.0,142.0,131.0,83043761.0,1428969600,324736.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Rumble in the Bronx,"Action, Comedy, Crime, Thriller",0,3.5,3.0,6.8,80.0,61.0,2.0,11.0,32392047.0,1428969600,38919.0,17,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Woman in Black,"Drama, Fantasy, Horror, Thriller",0,3.2,3.0,6.4,67.0,62.0,5.0,14.0,54333290.0,1428969600,174470.0,13,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Blue Valentine,"Drama, Romance",0,4.0,3.0,7.4,87.0,81.0,9.0,56.0,9706328.0,1428969600,185004.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Behind Enemy Lines,"Action, Drama, Thriller, War",0,2.5,3.0,6.4,37.0,49.0,1.0,2.0,58856790.0,1428969600,98675.0,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Vicky Cristina Barcelona,"Comedy, Drama, Romance",0,3.7,3.0,7.1,81.0,70.0,32.0,54.0,23216709.0,1428969600,242913.0,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Curious Case of Benjamin Button,"Drama, Fantasy, Romance",0,3.6,5.0,7.8,71.0,70.0,84.0,158.0,127509326.0,1428969600,591035.0,13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Bachelorette,"Comedy, Romance",0,2.7,3.0,5.3,56.0,53.0,1.0,2.0,447954.0,1428969600,45367.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Stand by Me,"Adventure, Drama",0,4.1,3.0,8.1,91.0,75.0,5.0,11.0,52287414.0,1428969600,364302.0,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corpse Bride,"Animation, Drama, Family, Fantasy, Musical, Romance",0,4.0,3.0,7.3,84.0,83.0,9.0,30.0,53359111.0,1428969600,246136.0,10,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Blood Diamond,"Adventure, Drama, Thriller",0,3.4,5.0,8.0,63.0,64.0,8.0,32.0,57377916.0,1428969600,501057.0,17,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
My Best Friends Wedding,"Comedy, Drama, Romance",0,3.1,3.0,6.3,73.0,50.0,12.0,24.0,127120029.0,1428969600,130091.0,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Bucket List,"Adventure, Comedy, Drama",0,2.6,3.0,7.4,41.0,42.0,3.0,4.0,93466502.0,1428969600,231199.0,13,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silver Linings Playbook,"Comedy, Drama, Romance",0,4.2,5.0,7.7,92.0,81.0,89.0,148.0,132092958.0,1428969600,663150.0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Broken City,"Action, Crime, Drama, Thriller",0,2.3,3.0,6.2,28.0,49.0,1.0,0.0,19701164.0,1428969600,76340.0,17,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Inbetweeners Movie,Comedy,0,2.7,3.0,6.7,53.0,44.0,2.0,4.0,36000.0,1428969600,78546.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Blind Side,"Biography, Drama, Sport",0,3.2,5.0,7.6,66.0,53.0,9.0,30.0,255959475.0,1428969600,294435.0,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Dark Knight,"Action, Crime, Drama, Thriller",0,4.5,5.0,9.0,94.0,84.0,158.0,163.0,534858444.0,1428969600,2308981.0,13,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Batman Begins,"Action, Adventure",0,3.9,5.0,8.2,84.0,70.0,14.0,78.0,206852432.0,1428969600,1313328.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zack and Miri Make a Porno,"Comedy, Romance",0,3.1,3.0,6.5,65.0,56.0,2.0,4.0,31457946.0,1428969600,172173.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A Single Man,"Drama, Romance",0,4.0,3.0,7.6,86.0,77.0,39.0,58.0,9176000.0,1428969600,106435.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Kids Are All Right,"Comedy, Drama, Romance",0,4.1,3.0,7.0,92.0,86.0,29.0,133.0,20811365.0,1428969600,125911.0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
A.I. Artificial Intelligence,"Drama, Sci-Fi",0,3.5,5.0,7.2,74.0,65.0,17.0,71.0,78616689.0,1428969600,290723.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Aquamarine,"Comedy, Family, Fantasy, Romance",0,2.6,3.0,5.3,51.0,51.0,1.0,5.0,18597342.0,1428969600,38152.0,10,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
A History of Violence,"Drama, Thriller",0,4.0,3.0,7.4,87.0,81.0,37.0,84.0,31504633.0,1428969600,224399.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Clockwork Orange,"Crime, Drama, Sci-Fi",0,4.1,5.0,8.3,86.0,77.0,12.0,24.0,26589355.0,1428969600,759591.0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Good Night, and Good Luck","Biography, Drama, History",0,4.1,3.0,7.4,93.0,80.0,39.0,128.0,31558003.0,1428969600,94280.0,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Kick-Ass,"Action, Comedy, Crime",0,3.6,3.0,7.6,76.0,66.0,19.0,61.0,48071303.0,1428969600,525499.0,17,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Knights Tale,"Action, Adventure, Romance",0,3.1,5.0,6.9,59.0,56.0,4.0,13.0,56569702.0,1428969600,171756.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Arthur and the Invisibles,"Animation, Adventure, Comedy, Family, Fantasy",0,2.0,3.0,6.0,22.0,39.0,1.0,4.0,15132763.0,1428969600,33330.0,10,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Anger Management,Comedy,0,2.6,3.0,6.3,42.0,52.0,2.0,4.0,135645823.0,1428969600,203309.0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cats and Dogs: The Revenge of Kitty Galore,"Action, Adventure, Comedy, Family, Fantasy, Thriller",0,1.4,3.0,4.3,13.0,30.0,1.0,3.0,43585753.0,1428969600,14071.0,10,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
Cloud Atlas,"Action, Drama, Mystery, Sci-Fi",0,3.2,5.0,7.4,66.0,55.0,15.0,79.0,27108272.0,1428969600,345225.0,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
The Last Airbender,"Action, Adventure, Family, Fantasy",0,1.1,3.0,4.0,5.0,20.0,8.0,12.0,131772187.0,1428969600,152838.0,10,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
A Cinderella Story,"Comedy, Family, Romance",0,1.6,3.0,5.9,12.0,25.0,6.0,8.0,51438175.0,1428969600,81221.0,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
I Am Legend,"Action, Adventure, Drama, Sci-Fi, Thriller",0,3.4,3.0,7.2,68.0,65.0,9.0,23.0,256393010.0,1428969600,689094.0,13,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
After Earth,"Action, Adventure, Sci-Fi",0,1.5,3.0,4.8,11.0,33.0,3.0,8.0,60522097.0,1428969600,191933.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
American Gangster,"Biography, Crime, Drama, Thriller",0,3.9,5.0,7.8,81.0,76.0,13.0,37.0,130164645.0,1428969600,393374.0,17,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Annie,"Comedy, Drama, Family, Musical",0,2.7,5.0,6.6,57.0,39.0,2.0,13.0,57059003.0,1428969600,39965.0,10,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Angels and Demons,"Action, Mystery, Thriller",0,2.5,5.0,6.7,37.0,48.0,1.0,5.0,133375846.0,1428969600,274847.0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
50/50,"Comedy, Drama, Romance",0,4.0,3.0,7.6,93.0,72.0,12.0,28.0,35014192.0,1428969600,316179.0,17,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ghostbusters,"Action, Comedy, Fantasy, Sci-Fi",0,4.1,3.0,7.8,97.0,71.0,6.0,8.0,243187079.0,1428969600,356041.0,10,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Four Christmases,"Comedy, Drama, Romance",0,2.0,3.0,5.7,25.0,41.0,1.0,1.0,120146040.0,1428969600,66325.0,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Movie 43,Comedy,0,1.1,3.0,4.3,4.0,18.0,4.0,5.0,8840453.0,1428969600,99679.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The 40-Year-Old Virgin,"Comedy, Romance",0,3.8,3.0,7.1,85.0,73.0,10.0,19.0,109449237.0,1428969600,397258.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Iron Man 3,"Action, Adventure, Sci-Fi",0,3.5,5.0,7.1,79.0,62.0,20.0,63.0,409013994.0,1428969600,757267.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Terminator 3: Rise of the Machines,"Action, Sci-Fi",0,3.3,3.0,6.3,69.0,66.0,3.0,24.0,150371112.0,1428969600,377759.0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Zero Dark Thirty,"Drama, History, Thriller, War",0,4.3,5.0,7.4,91.0,95.0,86.0,173.0,95720716.0,1428969600,272462.0,17,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
[Rec] 3: Genesis,"Action, Adventure, Fantasy, Horror, Thriller",0,2.2,3.0,5.0,40.0,45.0,2.0,8.0,9600.0,1428969600,33308.0,17,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Scooby-Doo 2: Monsters Unleashed,"Adventure, Comedy, Family, Fantasy, Horror, Mystery, Sci-Fi",0,1.8,3.0,5.1,22.0,34.0,1.0,4.0,84216833.0,1428969600,50266.0,10,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0
American Pie 2,Comedy,0,2.7,3.0,6.4,52.0,43.0,8.0,6.0,145103595.0,1428969600,240656.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hangover: Part II,Comedy,0,2.4,3.0,6.5,33.0,44.0,5.0,18.0,254464305.0,1428969600,464740.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Expendables 2,"Action, Adventure, Thriller",0,3.1,3.0,6.6,67.0,51.0,4.0,5.0,85028192.0,1428969600,292364.0,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Step Up 2: The Streets,"Drama, Music, Romance",0,2.3,3.0,6.2,28.0,50.0,2.0,3.0,58017783.0,1428969600,80085.0,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
[REC] 2,"Action, Adventure, Fantasy, Horror, Mystery, Sci-Fi, Thriller",0,3.1,3.0,6.5,68.0,52.0,5.0,3.0,27766.0,1428969600,68863.0,17,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0
Ghostbusters 2,"Action, Comedy, Fantasy, Sci-Fi",0,2.9,3.0,6.6,53.0,56.0,2.0,1.0,112494738.0,1428969600,183654.0,10,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
21 and Over,Comedy,0,2.0,3.0,5.8,27.0,34.0,1.0,1.0,25682380.0,1428969600,72080.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28 Days Later,"Drama, Horror, Sci-Fi, Thriller",0,3.9,3.0,7.6,87.0,73.0,10.0,32.0,45064915.0,1428969600,377643.0,17,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
One Day,"Drama, Romance",0,2.6,3.0,7.0,36.0,48.0,1.0,2.0,13843771.0,1428969600,139731.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Terminal,"Comedy, Drama, Romance",0,3.2,5.0,7.4,61.0,55.0,7.0,8.0,77872883.0,1428969600,408150.0,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Tuxedo,"Action, Comedy, Sci-Fi",0,1.8,3.0,5.4,21.0,30.0,2.0,1.0,50547998.0,1428969600,79455.0,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Haunting,"Fantasy, Horror, Mystery, Thriller",0,1.8,3.0,5.0,16.0,42.0,4.0,14.0,91411151.0,1428969600,71831.0,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
The Siege,"Action, Thriller",0,2.7,3.0,6.4,44.0,53.0,2.0,4.0,40981289.0,1428969600,68550.0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sophies Choice,"Drama, Romance",0,3.7,5.0,7.6,78.0,68.0,13.0,12.0,30036000.0,1428969600,42441.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Manchurian Candidate,"Drama, Mystery, Sci-Fi, Thriller",0,3.7,5.0,6.6,80.0,76.0,1.0,12.0,65955630.0,1428969600,104186.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
The Last Castle,"Action, Drama, Thriller",0,2.7,5.0,7.0,52.0,43.0,1.0,4.0,18244060.0,1428969600,72217.0,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Team America: World Police,"Action, Comedy",0,3.5,3.0,7.2,77.0,64.0,1.0,11.0,32786074.0,1428969600,159746.0,17,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Theres Something About Mary,"Comedy, Romance",0,3.7,3.0,7.1,83.0,69.0,17.0,17.0,176484651.0,1428969600,291575.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Watchmen,"Action, Drama, Mystery, Sci-Fi",0,3.3,5.0,7.6,65.0,56.0,11.0,23.0,107509799.0,1428969600,501728.0,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
Vanilla Sky,"Fantasy, Mystery, Romance, Sci-Fi, Thriller",0,2.6,5.0,6.9,42.0,45.0,5.0,34.0,100618344.0,1428969600,249264.0,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0
Ted,Comedy,0,3.3,3.0,6.9,69.0,62.0,13.0,28.0,218815487.0,1428969600,570530.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stardust,"Adventure, Family, Fantasy, Romance",0,3.6,5.0,7.6,76.0,66.0,5.0,11.0,38634938.0,1428969600,255499.0,13,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Star Trek,"Action, Adventure, Sci-Fi",0,4.2,5.0,7.9,94.0,82.0,26.0,95.0,257730019.0,1428969600,578213.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Shark Tale,"Animation, Adventure, Comedy, Family, Fantasy",0,2.4,3.0,6.0,36.0,48.0,3.0,16.0,160861908.0,1428969600,167474.0,10,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The Thin Red Line,"Drama, War",0,3.9,5.0,7.6,80.0,78.0,21.0,47.0,36400491.0,1428969600,173285.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Revolutionary Road,"Drama, Romance",0,3.5,3.0,7.3,67.0,69.0,20.0,73.0,22911480.0,1428969600,197601.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Ring,"Horror, Mystery",0,3.3,3.0,7.1,71.0,57.0,14.0,12.0,129128133.0,1428969600,322302.0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Road Trip,Comedy,0,2.9,3.0,6.4,57.0,55.0,4.0,9.0,68540777.0,1428969600,158118.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robots,"Animation, Adventure, Comedy, Family, Sci-Fi",0,3.2,3.0,6.3,64.0,64.0,2.0,22.0,128200012.0,1428969600,133326.0,10,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Rango,"Animation, Adventure, Comedy, Family, Western",0,3.9,3.0,7.2,88.0,75.0,46.0,25.0,123477607.0,1428969600,237513.0,10,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Prestige,"Drama, Mystery, Sci-Fi, Thriller",0,3.8,5.0,8.5,76.0,66.0,6.0,45.0,53089891.0,1428969600,1196039.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Planet of the Apes,"Action, Adventure, Sci-Fi, Thriller",0,2.5,3.0,5.7,44.0,50.0,11.0,32.0,180011740.0,1428969600,210559.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Paycheck,"Action, Mystery, Sci-Fi, Thriller",0,2.2,3.0,6.3,27.0,43.0,3.0,2.0,53790451.0,1428969600,103665.0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Psycho,"Horror, Mystery, Thriller",0,4.6,3.0,8.5,96.0,97.0,5.0,14.0,32000000.0,1428969600,605272.0,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
ParaNorman,"Animation, Adventure, Comedy, Family, Fantasy, Mystery",0,3.9,3.0,7.0,89.0,72.0,19.0,46.0,56003051.0,1428969600,94820.0,10,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
Scent of a Woman,Drama,0,3.8,5.0,8.0,89.0,59.0,6.0,14.0,63095253.0,1428969600,265531.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Others,"Horror, Mystery, Thriller",0,3.9,3.0,7.6,83.0,74.0,29.0,55.0,96522687.0,1428969600,338889.0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Office Space,Comedy,0,3.8,3.0,7.7,80.0,68.0,1.0,2.0,10827810.0,1428969600,241962.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Out of Africa,"Biography, Drama, Romance",0,3.4,5.0,7.2,62.0,69.0,30.0,27.0,87071205.0,1428969600,73210.0,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Star Trek: Nemesis,"Action, Adventure, Sci-Fi, Thriller",0,2.6,3.0,6.4,39.0,51.0,1.0,4.0,43254409.0,1428969600,74165.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Norbit,"Comedy, Romance",0,1.3,3.0,4.1,9.0,27.0,8.0,9.0,95673607.0,1428969600,68913.0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Pitch Perfect,"Comedy, Music, Romance",0,3.6,3.0,7.1,81.0,66.0,7.0,20.0,65001093.0,1428969600,277531.0,13,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Nanny McPhee,"Comedy, Family, Fantasy",0,3.3,3.0,6.5,73.0,59.0,3.0,4.0,47144110.0,1428969600,68232.0,10,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Moulin Rouge!,"Drama, Musical, Romance",0,3.6,5.0,7.6,76.0,66.0,87.0,131.0,57386607.0,1428969600,266889.0,13,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0
Minority Report,"Action, Crime, Mystery, Sci-Fi, Thriller",0,4.1,5.0,7.6,90.0,80.0,20.0,91.0,132072926.0,1428969600,509191.0,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
Megamind,"Animation, Action, Comedy, Family, Sci-Fi",0,3.5,3.0,7.2,73.0,63.0,2.0,16.0,148415853.0,1428969600,229221.0,10,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Madagascar,"Animation, Adventure, Comedy, Family",0,3.0,3.0,6.9,54.0,57.0,4.0,32.0,193595521.0,1428969600,367846.0,10,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nacho Libre,"Comedy, Family, Sport",0,2.5,3.0,5.8,40.0,52.0,1.0,11.0,80197993.0,1428969600,81703.0,10,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Walk the Line,"Biography, Drama, Music, Romance",0,3.9,5.0,7.8,82.0,72.0,45.0,47.0,119519402.0,1428969600,234700.0,13,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Schindlers List,"Biography, Drama, History",0,4.7,5.0,8.9,97.0,94.0,90.0,50.0,96898818.0,1428969600,1216661.0,17,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Les Miserables,"Drama, History, Musical, Romance, War",0,3.5,5.0,7.6,70.0,63.0,86.0,175.0,148809770.0,1428969600,309494.0,13,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
Moonrise Kingdom,"Comedy, Drama, Romance",0,4.3,3.0,7.8,94.0,84.0,37.0,121.0,45512466.0,1428969600,320684.0,13,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Shawshank Redemption,Drama,0,4.4,5.0,9.3,91.0,80.0,21.0,43.0,28699976.0,1428969600,2354197.0,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katy Perry: Part of Me,"Documentary, Music",0,3.2,3.0,5.9,76.0,57.0,1.0,0.0,25326071.0,1428969600,13339.0,10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jurassic Park,"Action, Adventure, Sci-Fi, Thriller",0,4.0,5.0,8.1,91.0,68.0,43.0,27.0,404214720.0,1428969600,869724.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Justin Bieber: Never Say Never,"Documentary, Music",0,2.2,3.0,1.6,65.0,52.0,2.0,6.0,73013910.0,1428969600,75068.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mission: Impossible,"Action, Adventure, Thriller",0,3.2,3.0,7.1,64.0,59.0,3.0,17.0,180981856.0,1428969600,388929.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Imagine That,"Comedy, Drama, Family, Fantasy",0,2.5,3.0,5.6,41.0,54.0,1.0,2.0,16123323.0,1428969600,13871.0,10,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"I Love You, Man","Comedy, Romance",0,3.7,3.0,7.0,83.0,70.0,1.0,8.0,71440011.0,1428969600,193932.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Let Me In,"Drama, Fantasy, Horror, Mystery, Thriller",0,4.0,3.0,7.1,88.0,79.0,14.0,28.0,12134935.0,1428969600,113789.0,17,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0
The Italian Job,"Action, Crime, Thriller",0,3.5,3.0,7.0,73.0,68.0,8.0,8.0,106128601.0,1428969600,343312.0,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Inside Man,"Crime, Drama, Mystery, Thriller",0,4.0,5.0,7.6,86.0,76.0,6.0,11.0,88513495.0,1428969600,341114.0,17,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Me, Myself and Irene",Comedy,0,2.7,3.0,6.6,47.0,49.0,2.0,4.0,90570999.0,1428969600,222875.0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shutter Island,"Mystery, Thriller",0,3.5,5.0,8.2,68.0,63.0,11.0,66.0,128012934.0,1428969600,1137284.0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Into the Wild,"Adventure, Biography, Drama",0,4.0,5.0,8.1,83.0,73.0,23.0,106.0,18354356.0,1428969600,575754.0,17,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron Man,"Action, Adventure, Sci-Fi",0,4.2,5.0,7.9,94.0,79.0,22.0,72.0,319034126.0,1428969600,941171.0,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mouse Hunt,Comedy,0,2.7,3.0,6.5,42.0,54.0,2.0,2.0,61917389.0,1428969600,51765.0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingdom of Heaven,"Action, Adventure, Drama, History, War",0,2.9,5.0,7.2,39.0,63.0,5.0,15.0,47398413.0,1428969600,267348.0,17,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Robin Hood,"Action, Adventure, Drama, History",0,2.7,5.0,6.6,43.0,53.0,1.0,14.0,105269730.0,1428969600,253607.0,13,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
